해역,년도,광역시도,지선,위도,경도,,
동해,2011,강원도,양양군 현북면 기사문리,38° 01.288',128° 44.118',,
동해,2011,강원도,양양군 현북면 기사문리,38° 01.310',128° 44.273',,
동해,2011,강원도,양양군 현북면 기사문리,37° 59.645',128° 44.559',,
동해,2011,강원도,양양군 현북면 기사문리,37° 59.825',128° 44.852',,
동해,2011,강원도,삼척시 원덕읍 신남,37° 16.449',129° 19.691',,
동해,2011,강원도,삼척시 원덕읍 신남,37° 16.496',129° 19.815',,
동해,2011,강원도,삼척시 원덕읍 신남,37° 15.772',129° 20.099',,
동해,2011,강원도,삼척시 원덕읍 신남,37° 15.361',129° 20.422',,
동해,2011,강원도,삼척시 원덕읍 신남,37° 15.424',129° 20.523',,
동해,2011,경상북도,울진군 울진읍 현내리,37° 00.739',129° 25.108',,
동해,2011,경상북도,울진군 울진읍 현내리,37° 00.247',129° 25.108',,
동해,2011,경상북도,울진군 울진읍 현내리,37° 00.247',129° 25.637',,
동해,2011,경상북도,울진군 울진읍 현내리,37° 00.739',129° 25.637',,
동해,2011,부산광역시,영도구 동삼동,35° 03.911',129° 05.165',,
동해,2011,부산광역시,영도구 동삼동,35° 04.072',129° 05.432',,
동해,2011,부산광역시,영도구 동삼동,35° 03.608',129° 05.784',,
동해,2011,부산광역시,영도구 동삼동,35° 03.698',129° 05.908',,
서해,2011,인천광역시,웅진군 백령면 고봉포,37° 58.961',124° 41.302',,
서해,2011,인천광역시,웅진군 백령면 고봉포,37° 59.044',124° 41.430',,
서해,2011,인천광역시,웅진군 백령면 고봉포,37° 58.833',124° 41.481',,
서해,2011,인천광역시,웅진군 백령면 고봉포,37° 58.923',124° 41.588',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.665',126° 31.405',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.627',126° 31.456',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.776',126° 31.522',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.682',126° 31.547',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.710',126° 31.640',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(1단지)",36° 14.773',126° 31.654',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(2단지)",36° 14.708',126° 31.826',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(2단지)",36° 14.765',126° 31.870',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(2단지)",36° 14.679',126° 31.891',,
서해,2011,충청남도,"보령시 웅천읍 무창포
(2단지)",36° 14.730',126° 31.929',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.704',126° 23.399',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.679',126° 23.438',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.674',126° 23.532',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.795',126° 23.548',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.720',126° 23.616',,
서해,2011,전라북도,군산시 옥도면 장자도,35° 48.715',126° 23.687',,
서해,2011,전라북도,"군산시 옥도면 장자도
(잘피)",35° 48.715',126° 23.687',,
서해,2011,전라북도,"군산시 옥도면 장자도
(잘피)",35° 48.752',126° 23.725',,
서해,2011,전라북도,"군산시 옥도면 장자도
(잘피)",35° 48.681',126° 23.757',,
서해,2011,전라북도,"군산시 옥도면 장자도
(잘피)",35° 48.717',126° 23.791',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.181',128° 09.888',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.557',128° 10.055',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.392',128° 10.058',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.841',128° 10.122',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.133',128° 10.124',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.428',128° 10.348',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.259',128° 10.530',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.121',128° 10.579',,
남해,2011,경상남도,통영시 사량면 사량도,34° 49.864',128° 10.585',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.321',128° 10.619',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.112',128° 10.703',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.012',128° 10.768',,
남해,2011,경상남도,통영시 사량면 사량도,34° 49.712',128° 10.830',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.281',128° 10.869',,
남해,2011,경상남도,통영시 사량면 사량도,34° 49.513',128° 10.899',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.319',128° 10.916',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.188',128° 11.026',,
남해,2011,경상남도,통영시 사량면 사량도,34° 50.030',128° 11.061',,
남해,2011,경상남도,통영시 사량면 사량도,34° 49.504',128° 11.061',,
남해,2011,경상남도,통영시 사량면 사량도,34° 49.623',128° 11.071',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.609',128° 11.194',,
남해,2011,경상남도,통영시 사량면 사량도,34° 51.463',128° 11.234',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.419',127° 19.291',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.234',127° 19.364',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.331',127° 19.394',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.265',127° 19.407',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.360',127° 19.558',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.492',127° 19.578',,
남해,2011,전라남도,"여수시 삼산면 거문도
(거문리)",34° 01.263',127° 19.623',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.348',126° 25.101',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.484',126° 24.241',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.123',126° 24.287',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.783',126° 24.326',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.177',126° 24.482',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.897',126° 24.560',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.393',126° 24.633',,
제주도,2011,제주도,제주시 애월읍 동귀리,33° 29.842',126° 24.752',,
제주도,2011,제주도,서귀포시 하예동,33° 13.636',126° 22.063',,
제주도,2011,제주도,서귀포시 하예동,33° 13.946',126° 22.095',,
제주도,2011,제주도,서귀포시 하예동,33° 13.991',126° 23.059',,
제주도,2011,제주도,서귀포시 하예동,33° 13.825',126° 23.751',,
제주도,2011,제주도,서귀포시 하예동,33° 14.434',126° 23.791',,
제주도,2011,제주도,서귀포시 하예동,33° 14.099',126° 24.334',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 55.178',128° 48.608',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 55.344',128° 48.783',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 55.205',128° 48.993',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 55.371',128° 49.168',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 54.345',128° 49.865',,
동해,2012,강원도,"강릉시 주문진읍 주문리
(소돌)",37° 54.677',128° 50.215',,
동해,2012,강원도,삼척시 원덕읍 갈남리,37° 17.149',129° 19.268',,
동해,2012,강원도,삼척시 원덕읍 갈남리,37° 17.200',129° 19.587',,
동해,2012,강원도,삼척시 원덕읍 갈남리,37° 16.698',129° 19.811',,
동해,2012,강원도,삼척시 원덕읍 갈남리,37° 16.940',129° 19.923',,
동해,2012,경상북도,포항시 남구 구룡포,35° 59.198',129° 33.723',,
동해,2012,경상북도,포항시 남구 구룡포,35° 59.340',129° 33.723',,
동해,2012,경상북도,포항시 남구 구룡포,35° 59.872',129° 34.128',,
동해,2012,경상북도,포항시 남구 구룡포,35° 59.769',129° 34.365',,
동해,2012,경상북도,포항시 남구 구룡포,35° 59.256',129° 34.402',,
동해,2012,울산광역시,동구 주전동,35° 32.706',129° 27.392',,
동해,2012,울산광역시,동구 주전동,35° 34.005',129° 27.399',,
동해,2012,울산광역시,동구 주전동,35° 32.704',129° 27.921',,
동해,2012,울산광역시,동구 주전동,35° 34.003',129° 27.929',,
서헤,2012,전라북도,군산시 옥도면 무녀도,35° 48.324',126° 26.314',,
서헤,2012,전라북도,군산시 옥도면 무녀도,35° 48.676',126° 26.314',,
서헤,2012,전라북도,군산시 옥도면 무녀도,35° 48.674',126° 25.947',,
서헤,2012,전라북도,군산시 옥도면 무녀도,35° 48.323',126° 25.946',,
서헤,2012,전라북도,부안군 변산면 격포리,35° 37.043',126° 27.375',,
서헤,2012,전라북도,부안군 변산면 격포리,35° 36.387',126° 27.395',,
서헤,2012,전라북도,부안군 변산면 격포리,35° 37.056',126° 27.788',,
서헤,2012,전라북도,부안군 변산면 격포리,35° 36.405',126° 27.803',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.305',128° 17.825',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.046',128° 17.923',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.451',128° 18.006',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.562',128° 18.024',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.009',128° 18.247',,
남해,2012,경상남도,통영시 욕지면 초도,34° 36.924',128° 18.357',,
남해,2012,경상남도,통영시 욕지면 초도,34° 36.887',128° 18.528',,
남해,2012,경상남도,통영시 욕지면 초도,34° 36.968',128° 18.618',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.503',128° 19.020',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.139',128° 19.100',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.267',128° 19.620',,
남해,2012,경상남도,통영시 욕지면 초도,34° 37.166',128° 19.621',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.071',126° 44.885',,
남해,2012,전라남도,완도군 청산면 모서리,34° 11.253',126° 44.915',,
남해,2012,전라남도,완도군 청산면 모서리,34° 11.253',126° 44.982',,
남해,2012,전라남도,완도군 청산면 모서리,34° 11.726',126° 45.038',,
남해,2012,전라남도,완도군 청산면 모서리,34° 11.515',126° 45.140',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.091',126° 45.147',,
남해,2012,전라남도,완도군 청산면 모서리,34° 11.905',126° 45.188',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.582',126° 45.262',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.437',126° 45.284',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.505',126° 45.531',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.671',126° 45.794',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.774',126° 45.842',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.750',126° 45.858',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.175',126° 46.164',,
남해,2012,전라남도,완도군 청산면 모서리,34° 12.196',126° 46.219',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.184',126° 40.578',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.120',126° 40.600',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.366',126° 41.299',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.702',126° 41.625',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.807',126° 42.113',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.222',126° 42.393',,
제주,2012,제주도,제주시 조천읍 북촌리,33° 33.628',126° 42.425',,
제주,2012,제주도,서귀포시 대포동,33° 14.008',126° 25.525',,
제주,2012,제주도,서귀포시 대포동,33° 14.225',126° 25.596',,
제주,2012,제주도,서귀포시 대포동,33° 14.159',126° 25.784',,
제주,2012,제주도,서귀포시 대포동,33° 14.028',126° 26.036',,
제주,2012,제주도,서귀포시 대포동,33° 14.334',126° 26.347',,
제주,2012,제주도,서귀포시 대포동,33° 13.827',126° 26.477',,
제주,2012,제주도,서귀포시 대포동,33° 14.226',126° 26.519',,
제주,2012,제주도,서귀포시 대포동,33° 14.421',126° 26.952',,
제주,2012,제주도,서귀포시 대포동,33° 14.292',126° 27.039',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 51.218',128° 51.655',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 51.438',128° 52.015',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 50.110',128° 52.541',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 50.465',128° 52.575',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 50.727',128° 52.769',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 49.521',128° 53.018',,
동해,2013,강원도,강릉시 사천면 사천진리,37° 49.718',128° 53.350',,
동해,2013,강원도,동해시 어달동 어달리,37° 34.311',129° 07.017',,
동해,2013,강원도,동해시 어달동 어달리,37° 33.621',129° 07.356',,
동해,2013,강원도,동해시 어달동 어달리,37° 34.460',129° 07.638',,
동해,2013,강원도,동해시 어달동 어달리,37° 33.706',129° 07.658',,
동해,2013,강원도,동해시 어달동 어달리,37° 34.028',129° 07.775',,
동해,2013,경상북도,포항시 남구 구만2리,36° 04.511',129° 32.260',,
동해,2013,경상북도,포항시 남구 구만2리,36° 04.411',129° 32.390',,
동해,2013,경상북도,포항시 남구 구만2리,36° 04.749',129° 32.541',,
동해,2013,경상북도,포항시 남구 구만2리,36° 05.074',129° 32.604',,
동해,2013,경상북도,포항시 남구 구만2리,36° 05.282',129° 32.831',,
동해,2013,경상북도,포항시 남구 구만2리,36° 05.135',129° 32.982',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 20.145',129° 22.901',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 20.623',129° 23.078',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 20.123',129° 23.102',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 21.539',129° 23.416',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 21.257',129° 23.472',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 20.945',129° 23.518',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 22.063',129° 23.693',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 22.181',129° 23.794',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 28.521',129° 26.002',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 28.514',129° 26.007',,
동해,2013,경상북도,영덕군 강구면 삼사리,36° 28.869',129° 26.131',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(1단지)",36° 55.199',126° 19.823',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(1단지)",36° 55.389',126° 20.021',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(1단지)",36° 54.887',126° 20.228',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(1단지)",36° 55.043',126° 20.415',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(2단지)",36° 54.784',126° 20.964',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(2단지)",36° 54.886',126° 21.114',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(2단지)",36° 54.426',126° 21.268',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(2단지)",36° 54.524',126° 21.421',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(3단지)",36° 53.622',126° 20.671',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(3단지)",36° 54.014',126° 20.785',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(3단지)",36° 54.017',126° 21.069',,
서해,2013,충청남도,"서산시 대산읍 가로림만
(3단지)",36° 53.623',126° 21.158',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.408',128° 09.957',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.174',128° 09.959',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.747',128° 10.329',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.771',128° 10.503',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.708',128° 10.979',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.349',128° 11.040',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.764',128° 11.400',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.195',128° 11.550',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.375',128° 11.550',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.048',128° 11.729',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 42.374',128° 12.091',,
남해,2013,경상남도,통영시 욕지면 두미도,34° 41.604',128° 12.243',,
남해,2013,전라남도,완도군 청산면 모동리,34° 08.945',126° 44.489',,
남해,2013,전라남도,완도군 청산면 모동리,34° 09.383',126° 44.585',,
남해,2013,전라남도,완도군 청산면 모동리,34° 08.508',126° 44.628',,
남해,2013,전라남도,완도군 청산면 모동리,34° 08.488',126° 44.768',,
남해,2013,전라남도,완도군 청산면 모동리,34° 09.542',126° 44.866',,
남해,2013,전라남도,완도군 청산면 모동리,34° 08.800',126° 45.032',,
남해,2013,전라남도,완도군 청산면 모동리,34° 09.523',126° 45.095',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.398',126° 19.477',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.281',126° 19.515',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.087',126° 19.780',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.465',126° 20.217',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.825',126° 20.833',,
제주,2013,제주도,제주시 애월읍 고내리,33° 28.415',126° 21.120',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.172',126° 55.601',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 26.470',126° 55.722',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.401',126° 55.775',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.114',126° 55.822',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 27.256',126° 55.981',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.821',126° 56.095',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.958',126° 56.204',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 27.275',126° 56.229',,
제주,2013,제주도,서귀포시 성산읍 고성?신양리,33° 25.784',126° 56.401',,
동해,2014,강원도,양양군 강현면 물치리,38° 09.567',128° 36.568',,
동해,2014,강원도,양양군 강현면 물치리,38° 08.445',128° 36.905',,
동해,2014,강원도,양양군 강현면 물치리,38° 09.614',128° 37.111',,
동해,2014,강원도,양양군 강현면 물치리,38° 08.664',128° 37.362',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.400',128° 49.754',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.190',128° 49.769',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.047',128° 49.907',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.011',128° 49.995',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 53.883',128° 50.075',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 53.884',128° 50.075',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 53.883',128° 50.076',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.531',128° 50.144',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 54.111',128° 50.481',,
동해,2014,강원도,"강릉시 주문진읍 주문리
(주문5리)",37° 53.937',128° 50.601',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.226',129° 34.355',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.243',129° 34.425',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.312',129° 34.524',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.422',129° 34.550',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.031',129° 34.593',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.619',129° 34.641',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.288',129° 34.787',,
동해,2014,경상북도,포항시 남구 삼정3리,36° 00.625',129° 34.954',,
동해,2014,경상북도,포항시 북구 방어리,36° 12.276',129° 22.666',,
동해,2014,경상북도,포항시 북구 방어리,36° 12.435',129° 22.667',,
동해,2014,경상북도,포항시 북구 방어리,36° 13.102',129° 23.165',,
동해,2014,경상북도,포항시 북구 방어리,36° 13.133',129° 23.456',,
동해,2014,경상북도,포항시 북구 방어리,36° 12.623',129° 23.651',,
동해,2014,경상북도,울릉군 서면 태하리,37° 30.790',130° 47.611',,
동해,2014,경상북도,울릉군 서면 태하리,37° 30.815',130° 47.749',,
동해,2014,경상북도,울릉군 서면 태하리,37° 30.574',130° 47.791',,
동해,2014,경상북도,울릉군 서면 태하리,37° 30.668',130° 47.885',,
동해,2014,경상북도,영덕군 원척리?경정리,36° 17.767',129° 22.765',,
동해,2014,경상북도,영덕군 원척리?경정리,36° 18.584',129° 22.786',,
동해,2014,경상북도,영덕군 원척리?경정리,36° 18.622',129° 22.960',,
동해,2014,경상북도,영덕군 원척리?경정리,36° 17.765',129° 23.052',,
동해,2014,부산광역시 ,남구 용호동,35° 05.814',129° 07.210',,
동해,2014,부산광역시 ,남구 용호동,35° 05.975',129° 07.265',,
동해,2014,부산광역시 ,남구 용호동,35° 07.801',129° 07.292',,
동해,2014,부산광역시 ,남구 용호동,35° 07.936',129° 07.294',,
동해,2014,부산광역시 ,남구 용호동,35° 07.937',129° 07.324',,
동해,2014,부산광역시 ,남구 용호동,35° 05.879',129° 07.392',,
동해,2014,부산광역시 ,남구 용호동,35° 06.200',129° 07.449',,
동해,2014,부산광역시 ,남구 용호동,35° 06.035',129° 07.509',,
동해,2014,부산광역시 ,남구 용호동,35° 07.287',129° 07.512',,
동해,2014,부산광역시 ,남구 용호동,35° 05.428',129° 07.571',,
동해,2014,부산광역시 ,남구 용호동,35° 06.792',129° 07.618',,
동해,2014,부산광역시 ,남구 용호동,35° 05.435',129° 07.705',,
동해,2014,부산광역시 ,남구 용호동,35° 06.681',129° 07.759',,
동해,2014,부산광역시 ,남구 용호동,35° 07.113',129° 07.782',,
서해,2014,경기도,안산시 단원구 육도,37° 05.453',126° 26.505',,
서해,2014,경기도,안산시 단원구 육도,37° 06.444',126° 26.721',,
서해,2014,경기도,안산시 단원구 육도,37° 05.453',126° 26.885',,
서해,2014,경기도,안산시 단원구 육도,37° 06.177',126° 26.997',,
서해,2014,경기도,안산시 단원구 육도,37° 06.142',126° 26.999',,
서해,2014,경기도,안산시 단원구 육도,37° 06.070',126° 27.002',,
서해,2014,경기도,안산시 단원구 육도,37° 06.000',126° 27.006',,
서해,2014,경기도,안산시 단원구 육도,37° 05.558',126° 27.006',,
서해,2014,경기도,안산시 단원구 육도,37° 05.765',126° 27.017',,
서해,2014,경기도,안산시 단원구 육도,37° 05.693',126° 27.021',,
서해,2014,경기도,안산시 단원구 육도,37° 06.223',126° 27.229',,
서해,2014,경기도,안산시 단원구 육도,37° 06.450',126° 27.235',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(1단지)",37° 13.789',126° 05.025',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(1단지)",37° 13.483',126° 05.171',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(1단지)",37° 14.185',126° 05.181',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(1단지)",37° 14.780',126° 05.281',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(1단지)",37° 14.774',126° 05.397',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(2단지)",37° 11.743',126° 07.924',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(2단지)",37° 11.521',126° 08.069',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(2단지)",37° 11.563',126° 08.383',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(2단지)",37° 11.803',126° 08.404',,
서해,2014,인천광역시,"옹진군 덕적면 덕적도
(2단지)",37° 11.651',126° 08.536',,
남해,2014,경상남도,남해군 이동면 용소리,34° 46.075',127° 54.645',,
남해,2014,경상남도,남해군 이동면 용소리,34° 45.835',127° 54.850',,
남해,2014,경상남도,남해군 이동면 용소리,34° 46.530',127° 55.753',,
남해,2014,경상남도,남해군 이동면 용소리,34° 46.500',127° 56.301',,
남해,2014,경상남도,남해군 이동면 용소리,34° 46.323',127° 56.319',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.494',128° 18.647',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.756',128° 18.700',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.898',128° 18.831',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.323',128° 19.000',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.926',128° 19.035',,
남해,2014,경상남도,통영시 욕지면 적도,34° 39.397',128° 19.226',,
남해,2014,전라남도,무안군 운남면 성내리,34° 54.952',126° 19.783',,
남해,2014,전라남도,무안군 운남면 성내리,34° 54.808',126° 20.645',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.011',126° 21.146',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.279',126° 21.199',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.319',126° 21.164',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.285',126° 21.094',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.075',126° 21.048',,
남해,2014,전라남도,무안군 운남면 성내리,34° 54.891',126° 20.601',,
남해,2014,전라남도,무안군 운남면 성내리,34° 55.013',126° 19.881',,
남해,2014,전라남도,무안군 운남면 성내리,34° 54.986',126° 19.779',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.137',126° 45.390',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.044',126° 45.530',,
남해,2014,전라남도,완도군 청산면 소모도,34° 12.969',126° 45.672',,
남해,2014,전라남도,완도군 청산면 소모도,34° 14.058',126° 45.841',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.173',126° 45.965',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.083',126° 46.623',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.436',126° 46.690',,
남해,2014,전라남도,완도군 청산면 소모도,34° 13.646',126° 46.753',,
남해,2014,전라남도,여수시 삼산면 초도,34° 13.068',127° 13.441',,
남해,2014,여수시 삼산면,삼산_초도,34° 13.557',127° 13.585',,
남해,2014,여수시 삼산면,삼산_초도,34° 13.990',127° 13.791',,
남해,2014,여수시 삼산면,삼산_초도,34° 14.860',127° 14.549',,
남해,2014,여수시 삼산면,삼산_초도,34° 15.161',127° 15.104',,
남해,2014,여수시 삼산면,삼산_초도,34° 12.585',127° 15.579',,
남해,2014,여수시 삼산면,삼산_초도,34° 13.580',127° 15.891',,
남해,2014,여수시 삼산면,삼산_초도,34° 14.755',127° 15.909',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.656',126° 38.054',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.297',126° 38.317',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.932',126° 38.347',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.036',126° 38.469',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.344',126° 38.637',,
제주,2014,제주도,제주시 조천읍 신흥리,33° 33.682',126° 38.710',,
